Query_ID	Doc_ID	Rank	Score
1	1147	1	24.0
1	798	2	24.0
1	1313	3	23.5
1	131	4	23.0
1	792	5	23.0
1	874	6	23.0
1	51	7	22.0
1	717	8	21.5
1	262	9	20.0
1	640	10	20.0
1	1201	11	19.5
1	244	12	19.5
1	1144	13	19.0
1	329	14	19.0
1	576	15	19.0
1	193	16	18.5
1	14	17	18.0
1	662	18	18.0
1	1040	19	17.5
1	695	20	17.5
1	826	21	17.5
1	927	22	17.5
1	928	23	17.0
1	962	24	17.0
1	1047	25	16.5
1	1268	26	16.5
1	721	27	16.5
1	89	28	16.5
1	1104	29	16.0
1	433	30	16.0
1	499	31	16.0
1	588	32	16.0
1	82	33	16.0
1	83	34	16.0
1	1239	35	15.5
1	1277	36	15.5
1	49	37	15.5
1	1226	38	15.0
1	272	39	15.0
1	373	40	15.0
1	673	41	15.0
1	73	42	15.0
1	1244	43	14.5
1	140	44	14.5
1	315	45	14.5
1	344	46	14.5
1	414	47	14.5
1	56	48	14.5
1	658	49	14.5
1	730	50	14.5
1	96	51	14.5
1	1335	52	14.0
1	1392	53	14.0
1	156	54	14.0
1	486	55	14.0
1	704	56	14.0
1	94	57	14.0
1	976	58	14.0
1	1263	59	13.5
1	151	60	13.5
1	29	61	13.5
1	300	62	13.5
1	33	63	13.5
1	417	64	13.5
1	625	65	13.5
1	710	66	13.5
1	712	67	13.5
1	9	68	13.5
1	947	69	13.5
1	114	70	13.0
1	1292	71	13.0
1	1300	72	13.0
1	225	73	13.0
1	252	74	13.0
1	325	75	13.0
1	572	76	13.0
1	77	77	13.0
1	811	78	13.0
1	85	79	13.0
1	1061	80	12.5
1	1072	81	12.5
1	1218	82	12.5
1	1307	83	12.5
1	170	84	12.5
1	210	85	12.5
1	216	86	12.5
1	274	87	12.5
1	395	88	12.5
1	638	89	12.5
1	675	90	12.5
1	946	91	12.5
1	992	92	12.5
1	1119	93	12.0
1	1167	94	12.0
1	12	95	12.0
1	1328	96	12.0
1	189	97	12.0
1	197	98	12.0
1	25	99	12.0
1	277	100	12.0
1	332	101	12.0
1	342	102	12.0
1	364	103	12.0
1	435	104	12.0
1	564	105	12.0
1	707	106	12.0
1	80	107	12.0
1	99	108	12.0
1	991	109	12.0
1	100	110	11.5
1	1039	111	11.5
1	110	112	11.5
1	1322	113	11.5
1	1325	114	11.5
1	1375	115	11.5
1	163	116	11.5
1	172	117	11.5
1	213	118	11.5
1	240	119	11.5
1	294	120	11.5
1	423	121	11.5
1	442	122	11.5
1	522	123	11.5
1	773	124	11.5
1	889	125	11.5
1	917	126	11.5
1	101	127	11.0
1	1097	128	11.0
1	1154	129	11.0
1	1164	130	11.0
1	124	131	11.0
1	1321	132	11.0
1	1341	133	11.0
1	1342	134	11.0
1	1352	135	11.0
1	1381	136	11.0
1	202	137	11.0
1	204	138	11.0
1	234	139	11.0
1	334	140	11.0
1	44	141	11.0
1	45	142	11.0
1	466	143	11.0
1	493	144	11.0
1	62	145	11.0
1	656	146	11.0
1	685	147	11.0
1	747	148	11.0
1	828	149	11.0
1	872	150	11.0
1	980	151	11.0
1	1035	152	10.5
1	1108	153	10.5
1	1114	154	10.5
1	1252	155	10.5
1	132	156	10.5
1	1338	157	10.5
1	1351	158	10.5
1	1383	159	10.5
1	160	160	10.5
1	165	161	10.5
1	166	162	10.5
1	198	163	10.5
1	206	164	10.5
1	219	165	10.5
1	232	166	10.5
1	253	167	10.5
1	328	168	10.5
1	453	169	10.5
1	529	170	10.5
1	563	171	10.5
1	767	172	10.5
1	786	173	10.5
1	801	174	10.5
1	806	175	10.5
1	92	176	10.5
1	934	177	10.5
1	982	178	10.5
1	987	179	10.5
1	1082	180	10.0
1	1110	181	10.0
1	1115	182	10.0
1	1134	183	10.0
1	1224	184	10.0
1	1246	185	10.0
1	129	186	10.0
1	1303	187	10.0
1	1333	188	10.0
1	1356	189	10.0
1	1380	190	10.0
1	155	191	10.0
1	164	192	10.0
1	184	193	10.0
1	185	194	10.0
1	187	195	10.0
1	212	196	10.0
1	266	197	10.0
1	416	198	10.0
1	42	199	10.0
1	434	200	10.0
2	1201	1	85.5
2	798	2	78.0
2	1313	3	69.5
2	329	4	65.0
2	927	5	53.5
2	792	6	52.0
2	499	7	50.5
2	417	8	50.0
2	89	9	49.5
2	673	10	48.0
2	452	11	47.5
2	1040	12	47.0
2	721	13	47.0
2	1239	14	45.5
2	94	15	45.5
2	1147	16	45.0
2	73	17	45.0
2	131	18	44.5
2	433	19	43.0
2	1144	20	42.5
2	160	21	42.5
2	1244	22	41.5
2	244	23	41.0
2	1047	24	40.5
2	364	25	39.5
2	522	26	39.5
2	826	27	39.5
2	576	28	39.0
2	874	29	39.0
2	928	30	39.0
2	262	31	38.5
2	757	32	38.5
2	140	33	38.0
2	199	34	37.5
2	315	35	37.5
2	992	36	37.5
2	1072	37	37.0
2	1392	38	37.0
2	85	39	37.0
2	234	40	36.5
2	272	41	36.5
2	33	42	36.5
2	640	43	36.5
2	695	44	36.5
2	132	45	36.0
2	14	46	36.0
2	827	47	36.0
2	225	48	35.5
2	423	49	35.5
2	1198	50	35.0
2	210	51	34.5
2	662	52	34.5
2	730	53	34.5
2	731	54	34.5
2	976	55	34.5
2	1061	56	34.0
2	1209	57	34.0
2	189	58	34.0
2	193	59	34.0
2	49	60	34.0
2	797	61	34.0
2	99	62	34.0
2	1226	63	33.5
2	1382	64	33.5
2	344	65	33.5
2	83	66	33.5
2	1248	67	33.0
2	1268	68	33.0
2	151	69	33.0
2	373	70	33.0
2	466	71	33.0
2	51	72	33.0
2	599	73	33.0
2	625	74	33.0
2	712	75	33.0
2	82	76	33.0
2	96	77	33.0
2	962	78	33.0
2	1375	79	32.5
2	170	80	32.5
2	206	81	32.5
2	572	82	32.5
2	675	83	32.5
2	155	84	32.0
2	165	85	32.0
2	173	86	32.0
2	277	87	32.0
2	588	88	32.0
2	1082	89	31.5
2	1164	90	31.5
2	1202	91	31.5
2	658	92	31.5
2	110	93	31.0
2	1277	94	31.0
2	1370	95	31.0
2	157	96	31.0
2	218	97	31.0
2	25	98	31.0
2	811	99	31.0
