QueryID	DocID	Rank	Score
1	486	1	14.593505051016493
1	12	2	13.708457644577152
1	184	3	12.92026718175124
1	51	4	11.796190874091469
1	13	5	11.530115883657452
1	746	6	10.304093892150942
1	359	7	9.966385464554257
1	875	8	8.995570913584245
1	792	9	8.726745902004003
1	878	10	8.106680040905346
2	792	1	10.93666254397453
2	51	2	9.765433490590734
2	141	3	9.626940474141124
2	810	4	9.575495303808665
2	700	5	9.31792601170313
2	1380	6	8.301360245070025
2	184	7	8.269389945049552
2	92	8	8.19694917492647
2	100	9	7.734350231839714
2	909	10	7.698392636934128
3	144	1	15.338429345684343
3	5	2	12.593302207519862
3	91	3	11.748663339648857
3	90	4	11.643875523751788
3	181	5	10.47303504273518
3	6	6	8.030647176984683
3	542	7	7.872509936116734
3	582	8	7.516217686972624
3	399	9	6.992700751038036
3	485	10	6.598126880677657
4	185	1	11.056731041640433
4	1061	2	10.015117272623197
4	236	3	9.973117326657494
4	166	4	9.813379841677795
4	1296	5	9.725448219770236
4	317	6	9.71995985965511
4	552	7	9.69040851025185
4	1312	8	9.607494224300222
4	167	9	9.367458432152606
4	488	10	8.939860635385457
5	1032	1	7.802613974966333
5	968	2	7.232335577749322
5	1296	3	7.191120177006538
5	401	4	6.460610138456675
5	1379	5	6.43991367586679
5	488	6	5.960830209342696
5	1272	7	5.922440305607385
5	824	8	5.4838385459301
5	368	9	5.412488021434918
5	540	10	5.3927530734404705
6	386	1	7.316157330759306
6	385	2	6.930517251062039
6	1273	3	6.198612339773215
6	1374	4	5.657370149851347
6	271	5	5.544078716741429
6	1075	6	5.478456724367223
6	997	7	5.447914671858352
6	406	8	5.409750813290135
6	544	9	5.356383089470498
6	558	10	5.081177969455492
7	57	1	10.102395492972637
7	973	2	9.816256748096054
7	48	3	9.273038230116102
7	434	4	8.812214067299294
7	248	5	8.444105127086502
7	1307	6	8.357051111307989
7	56	7	8.273390714888603
7	354	8	8.21814494500829
7	1381	9	7.762666113671415
7	567	10	7.734948659860099
8	232	1	11.169322584692427
8	122	2	10.664130188267723
8	69	3	10.570574821995745
8	248	4	9.987350829609177
8	441	5	9.16483745826682
8	1193	6	9.088139815224526
8	469	7	8.839241629418472
8	354	8	8.385041899692387
8	1307	9	8.37157688609592
8	556	10	8.106716973406247
9	493	1	11.244505313184842
9	398	2	6.020574719176477
9	5	3	5.946432441252032
9	303	4	5.729283350964181
9	983	5	5.717401347838344
9	21	6	5.567818649227146
9	270	7	5.472201675392359
9	846	8	5.275879465028049
9	101	9	5.223133507274765
9	585	10	5.211148306600939
10	1143	1	12.737273235364023
10	949	2	11.095189298622081
10	691	3	10.904131983516322
10	1286	4	9.27472036006247
10	1274	5	8.493049199928468
10	302	6	8.459791207071103
10	1319	7	8.45227484496304
10	1199	8	8.400398668672693
10	332	9	8.164391666324729
10	524	10	8.112844435967485
11	654	1	9.976097708968993
11	1327	2	9.544280124283718
11	738	3	8.265649583987635
11	160	4	8.177175838520677
11	1238	5	7.927089269864457
11	777	6	7.648863776166036
11	570	7	7.595920104614463
11	556	8	7.518457534691509
11	28	9	7.337470284673225
11	304	10	6.978250579737786
12	941	1	6.99109250314069
12	650	2	6.828848936843482
12	966	3	6.704174378367576
12	1221	4	6.271713749209931
12	34	5	6.226770527411846
12	1222	6	5.956771945193034
12	1164	7	5.905024455027226
12	270	8	5.821481285272046
12	939	9	5.772734648640816
12	652	10	5.439032686006076
13	313	1	8.445004815620846
13	903	2	7.4666220159313115
13	643	3	6.9259711394653465
13	199	4	6.754479360450269
13	440	5	5.403077006146804
13	1242	6	5.267874785677627
13	520	7	5.0082062964772405
13	507	8	4.9186865710820005
13	837	9	4.739963839455936
13	1056	10	4.728805800062286
14	170	1	9.73434762234572
14	132	2	9.230526564450537
14	335	3	9.160310944847657
14	1364	4	8.98577569868436
14	345	5	8.881476907624904
14	798	6	8.848464969850161
14	256	7	8.545433692371223
14	265	8	7.835631000899765
14	569	9	7.669236234272844
14	65	10	7.324340704578558
